order_id,user_id,order_ts,channel,order_status
O001083,U0063,2025-12-16 18:47:00,쿠팡,PAID
O001084,U0297,2025-12-16 19:42:00,쿠팡,PAID
O001085,U0153,2025-12-16 21:52:00,자사몰,PAID
O001086,U0193,2025-12-16 12:06:00,쿠팡,PAID
O001087,U0184,2025-12-16 11:45:00,쿠팡,PAID
O001088,U0066,2025-12-16 16:04:00,쿠팡,PAID
O001089,U0286,2025-12-16 15:55:00,쿠팡,PAID
O001090,U0225,2025-12-16 16:46:00,네이버,PAID
O001091,U0065,2025-12-16 16:08:00,쿠팡,PAID
O001092,U0108,2025-12-16 09:47:00,쿠팡,PAID
O001093,U0060,2025-12-16 15:07:00,네이버,PAID
O001094,U0267,2025-12-16 14:19:00,자사몰,PAID
O001095,U0073,2025-12-16 18:26:00,자사몰,PAID
O001096,U0145,2025-12-16 22:47:00,자사몰,PAID
O001097,U0034,2025-12-16 15:30:00,지그재그,PAID
O001098,U0172,2025-12-16 16:53:00,네이버,PAID
O001099,U0070,2025-12-16 16:48:00,쿠팡,PAID
O001100,U0166,2025-12-16 18:42:00,자사몰,PAID
O001101,U0202,2025-12-16 09:42:00,자사몰,PAID
O001102,U0084,2025-12-16 18:40:00,네이버,PAID
O001103,U0063,2025-12-16 10:12:00,네이버,PAID
O001104,U0291,2025-12-16 21:30:00,쿠팡,PAID
O001105,U0272,2025-12-16 09:17:00,자사몰,PAID
O001106,U0296,2025-12-16 21:34:00,쿠팡,PAID
O001107,U0251,2025-12-16 09:21:00,지그재그,PAID
O001108,U0195,2025-12-16 10:06:00,자사몰,PAID
O001109,U0130,2025-12-16 11:19:00,네이버,PAID
O001110,U0092,2025-12-17 09:19:00,자사몰,PAID
O001111,U0165,2025-12-17 22:57:00,자사몰,PAID
O001112,U0121,2025-12-17 21:32:00,쿠팡,PAID
O001113,U0162,2025-12-17 15:04:00,쿠팡,PAID
O001114,U0009,2025-12-17 18:43:00,자사몰,PAID
O001115,U0064,2025-12-17 15:28:00,자사몰,PAID
O001116,U0072,2025-12-17 11:50:00,자사몰,PAID
O001117,U0284,2025-12-17 09:52:00,쿠팡,PAID
O001118,U0085,2025-12-17 16:17:00,자사몰,PAID
O001119,U0179,2025-12-17 12:37:00,지그재그,PAID
O001120,U0273,2025-12-17 13:05:00,쿠팡,PAID
O001121,U0284,2025-12-17 15:13:00,에이블리,PAID
O001122,U0175,2025-12-17 21:45:00,네이버,PAID
O001123,U0164,2025-12-17 16:38:00,자사몰,PAID
O001124,U0001,2025-12-17 09:57:00,네이버,PAID
O001125,U0250,2025-12-17 17:05:00,네이버,PAID
O001126,U0275,2025-12-17 22:52:00,자사몰,PAID
O001127,U0192,2025-12-17 14:24:00,지그재그,PAID
O001128,U0004,2025-12-17 14:59:00,자사몰,PAID
O001129,U0010,2025-12-17 19:58:00,네이버,PAID
O001130,U0155,2025-12-17 12:14:00,지그재그,PAID
O001131,U0107,2025-12-17 22:40:00,자사몰,PAID
O001132,U0256,2025-12-17 17:12:00,쿠팡,PAID
O001133,U0289,2025-12-17 18:08:00,자사몰,PAID
O001134,U0291,2025-12-17 17:46:00,지그재그,PAID
O001135,U0011,2025-12-17 20:43:00,에이블리,PAID
O001136,U0232,2025-12-17 15:41:00,자사몰,PAID
O001137,U0221,2025-12-17 15:17:00,지그재그,PAID
O001138,U0185,2025-12-17 09:56:00,쿠팡,PAID
O001139,U0215,2025-12-17 14:00:00,쿠팡,PAID
O001140,U0012,2025-12-17 12:44:00,에이블리,PAID
O001141,U0100,2025-12-17 13:04:00,자사몰,PAID
O001142,U0012,2025-12-17 19:59:00,쿠팡,PAID
O001143,U0242,2025-12-17 14:53:00,자사몰,PAID
O001144,U0121,2025-12-17 21:38:00,에이블리,PAID
O001145,U0063,2025-12-17 09:58:00,자사몰,PAID
O001146,U0033,2025-12-17 09:58:00,네이버,PAID
O001147,U0221,2025-12-17 19:03:00,자사몰,PAID
O001148,U0205,2025-12-17 21:26:00,자사몰,PAID
O001149,U0005,2025-12-17 16:50:00,쿠팡,PAID
O001150,U0173,2025-12-17 19:50:00,네이버,PAID
O001151,U0098,2025-12-17 09:38:00,자사몰,PAID
O001152,U0099,2025-12-17 11:40:00,에이블리,PAID
O001153,U0227,2025-12-17 11:51:00,자사몰,PAID
O001154,U0223,2025-12-17 19:48:00,쿠팡,PAID
O001155,U0074,2025-12-17 13:38:00,자사몰,PAID
O001156,U0265,2025-12-17 19:09:00,쿠팡,PAID
O001157,U0286,2025-12-17 15:22:00,지그재그,PAID
O001158,U0103,2025-12-17 14:12:00,네이버,PAID
O001159,U0239,2025-12-17 14:54:00,쿠팡,PAID
O001160,U0214,2025-12-17 10:29:00,자사몰,PAID
O001161,U0001,2025-12-17 20:14:00,네이버,PAID
O001162,U0169,2025-12-17 15:13:00,지그재그,PAID
O001163,U0185,2025-12-17 14:01:00,자사몰,PAID
O001164,U0099,2025-12-17 21:23:00,네이버,PAID
O001165,U0145,2025-12-17 13:46:00,자사몰,PAID
O001166,U0091,2025-12-17 11:53:00,자사몰,PAID
O001167,U0194,2025-12-17 10:21:00,네이버,PAID
O001168,U0190,2025-12-17 17:51:00,네이버,PAID
O001169,U0033,2025-12-17 11:50:00,자사몰,PAID
O001170,U0191,2025-12-17 15:40:00,자사몰,PAID
O001171,U0096,2025-12-17 13:50:00,지그재그,PAID
O001172,U0064,2025-12-18 18:56:00,지그재그,PAID
O001173,U0033,2025-12-18 15:48:00,자사몰,PAID
O001174,U0265,2025-12-18 14:45:00,쿠팡,PAID
O001175,U0253,2025-12-18 18:25:00,쿠팡,PAID
O001176,U0018,2025-12-18 12:28:00,자사몰,PAID
O001177,U0193,2025-12-18 22:23:00,쿠팡,PAID
O001178,U0043,2025-12-18 17:22:00,자사몰,PAID
O001179,U0172,2025-12-18 16:27:00,쿠팡,PAID
O001180,U0139,2025-12-18 11:28:00,자사몰,PAID
O001181,U0150,2025-12-18 17:34:00,지그재그,PAID
O001182,U0116,2025-12-18 10:23:00,자사몰,PAID
O001183,U0168,2025-12-18 20:52:00,자사몰,PAID
O001184,U0070,2025-12-18 21:45:00,에이블리,PAID
O001185,U0153,2025-12-18 14:50:00,자사몰,PAID
O001186,U0006,2025-12-18 17:48:00,쿠팡,PAID
O001187,U0107,2025-12-18 17:37:00,쿠팡,PAID
O001188,U0236,2025-12-18 10:20:00,자사몰,PAID
O001189,U0213,2025-12-18 16:54:00,자사몰,PAID
O001190,U0065,2025-12-18 20:00:00,자사몰,PAID
O001191,U0173,2025-12-18 15:43:00,자사몰,PAID
O001192,U0275,2025-12-18 18:01:00,자사몰,PAID
O001193,U0078,2025-12-18 14:36:00,에이블리,PAID
O001194,U0293,2025-12-18 15:13:00,지그재그,PAID
O001195,U0243,2025-12-18 18:28:00,자사몰,PAID
O001196,U0283,2025-12-18 22:44:00,자사몰,PAID
O001197,U0035,2025-12-18 15:18:00,에이블리,PAID
O001198,U0035,2025-12-18 14:33:00,쿠팡,PAID
O001199,U0210,2025-12-18 10:08:00,자사몰,PAID
O001200,U0199,2025-12-18 22:13:00,에이블리,PAID
O001201,U0243,2025-12-18 18:19:00,자사몰,PAID
O001202,U0234,2025-12-18 09:09:00,자사몰,PAID
O001203,U0126,2025-12-18 18:56:00,쿠팡,PAID
O001204,U0046,2025-12-18 16:22:00,자사몰,PAID
O001205,U0200,2025-12-18 21:54:00,네이버,PAID
O001206,U0221,2025-12-18 19:11:00,쿠팡,PAID
O001207,U0022,2025-12-18 22:10:00,자사몰,PAID
O001208,U0034,2025-12-18 20:57:00,네이버,PAID
O001209,U0283,2025-12-18 14:04:00,자사몰,PAID
O001210,U0166,2025-12-18 11:16:00,쿠팡,PAID
O001211,U0037,2025-12-18 19:47:00,네이버,PAID
O001212,U0099,2025-12-18 09:16:00,자사몰,PAID
O001213,U0237,2025-12-18 10:05:00,쿠팡,PAID
O001214,U0224,2025-12-18 22:17:00,자사몰,PAID
O001215,U0150,2025-12-18 20:25:00,자사몰,PAID
O001216,U0139,2025-12-18 14:11:00,자사몰,PAID
O001217,U0272,2025-12-18 20:03:00,자사몰,PAID
O001218,U0052,2025-12-18 13:28:00,자사몰,PAID
O001219,U0103,2025-12-18 14:58:00,에이블리,PAID
O001220,U0007,2025-12-18 12:43:00,자사몰,PAID
O001221,U0049,2025-12-18 22:42:00,네이버,PAID
O001222,U0167,2025-12-18 19:12:00,자사몰,PAID
O001223,U0219,2025-12-18 12:06:00,자사몰,PAID
O001224,U0006,2025-12-18 16:14:00,자사몰,PAID
O001225,U0188,2025-12-18 12:26:00,자사몰,PAID
O001226,U0052,2025-12-18 21:59:00,네이버,PAID
O001227,U0166,2025-12-18 20:24:00,에이블리,PAID
O001228,U0170,2025-12-18 21:56:00,자사몰,PAID
O001229,U0034,2025-12-18 18:58:00,자사몰,PAID
O001230,U0119,2025-12-18 20:00:00,쿠팡,PAID
O001231,U0063,2025-12-18 20:27:00,자사몰,PAID
O001232,U0255,2025-12-18 11:24:00,자사몰,PAID
O001233,U0227,2025-12-18 14:08:00,네이버,PAID
O001234,U0020,2025-12-18 15:41:00,쿠팡,PAID
O001235,U0169,2025-12-18 12:34:00,자사몰,PAID
O001236,U0127,2025-12-18 20:46:00,지그재그,PAID
O001237,U0164,2025-12-18 19:00:00,자사몰,PAID
O001238,U0072,2025-12-18 11:05:00,에이블리,PAID
O001239,U0104,2025-12-18 10:27:00,자사몰,PAID
O001240,U0101,2025-12-18 11:38:00,자사몰,PAID
O001241,U0103,2025-12-18 21:30:00,자사몰,PAID
O001242,U0085,2025-12-18 15:32:00,쿠팡,PAID
O001243,U0246,2025-12-18 15:27:00,자사몰,PAID
O001244,U0078,2025-12-19 11:16:00,쿠팡,PAID
O001245,U0192,2025-12-19 16:04:00,쿠팡,PAID
O001246,U0079,2025-12-19 09:00:00,에이블리,PAID
O001247,U0207,2025-12-19 15:47:00,에이블리,PAID
O001248,U0036,2025-12-19 09:58:00,쿠팡,PAID
O001249,U0099,2025-12-19 13:49:00,네이버,PAID
O001250,U0250,2025-12-19 14:44:00,네이버,PAID
O001251,U0126,2025-12-19 09:58:00,자사몰,PAID
O001252,U0075,2025-12-19 16:43:00,자사몰,PAID
O001253,U0082,2025-12-19 21:05:00,자사몰,PAID
O001254,U0041,2025-12-19 12:56:00,쿠팡,PAID
O001255,U0154,2025-12-19 17:42:00,쿠팡,PAID
O001256,U0045,2025-12-19 18:49:00,자사몰,PAID
O001257,U0107,2025-12-19 15:44:00,에이블리,PAID
O001258,U0000,2025-12-19 21:44:00,자사몰,PAID
O001259,U0220,2025-12-19 14:11:00,자사몰,PAID
O001260,U0257,2025-12-19 16:36:00,에이블리,PAID
O001261,U0098,2025-12-19 22:26:00,자사몰,PAID
O001262,U0085,2025-12-19 10:24:00,자사몰,PAID
O001263,U0299,2025-12-19 16:43:00,자사몰,PAID
O001264,U0003,2025-12-19 21:02:00,네이버,PAID
O001265,U0192,2025-12-19 21:17:00,네이버,PAID
O001266,U0219,2025-12-19 19:56:00,자사몰,PAID
O001267,U0184,2025-12-19 15:39:00,네이버,PAID
O001268,U0051,2025-12-19 22:44:00,자사몰,PAID
O001269,U0071,2025-12-19 10:55:00,자사몰,PAID
O001270,U0127,2025-12-19 18:43:00,자사몰,PAID
O001271,U0096,2025-12-19 19:52:00,자사몰,PAID
O001272,U0023,2025-12-19 20:20:00,에이블리,PAID
O001273,U0204,2025-12-19 21:05:00,네이버,PAID
O001274,U0243,2025-12-19 22:44:00,에이블리,PAID
O001275,U0099,2025-12-19 22:33:00,네이버,PAID
O001276,U0016,2025-12-19 21:05:00,자사몰,PAID
O001277,U0239,2025-12-19 16:07:00,자사몰,PAID
O001278,U0108,2025-12-19 19:44:00,자사몰,PAID
O001279,U0014,2025-12-19 14:57:00,자사몰,PAID
O001280,U0131,2025-12-19 19:07:00,네이버,PAID
O001281,U0251,2025-12-19 20:21:00,자사몰,PAID
O001282,U0033,2025-12-19 15:58:00,네이버,PAID
O001283,U0287,2025-12-19 15:51:00,에이블리,PAID
O001284,U0044,2025-12-19 14:47:00,자사몰,PAID
O001285,U0059,2025-12-19 11:54:00,쿠팡,PAID
O001286,U0000,2025-12-19 18:34:00,자사몰,PAID
O001287,U0163,2025-12-19 21:43:00,네이버,PAID
O001288,U0113,2025-12-19 09:34:00,자사몰,PAID
O001289,U0151,2025-12-19 16:43:00,지그재그,PAID
O001290,U0017,2025-12-19 13:32:00,쿠팡,PAID
O001291,U0293,2025-12-19 22:13:00,쿠팡,PAID
O001292,U0030,2025-12-19 14:09:00,에이블리,PAID
O001293,U0115,2025-12-19 09:59:00,네이버,PAID
O001294,U0200,2025-12-19 22:42:00,자사몰,PAID
O001295,U0172,2025-12-19 16:22:00,쿠팡,PAID
O001296,U0144,2025-12-19 12:44:00,네이버,PAID
O001297,U0297,2025-12-19 09:54:00,지그재그,PAID
O001298,U0295,2025-12-19 20:30:00,자사몰,PAID
O001299,U0100,2025-12-19 09:23:00,네이버,PAID
O001300,U0075,2025-12-19 15:43:00,자사몰,PAID
O001301,U0091,2025-12-19 10:32:00,에이블리,PAID
O001302,U0076,2025-12-19 15:15:00,네이버,PAID
O001303,U0154,2025-12-19 11:41:00,네이버,PAID
O001304,U0045,2025-12-19 22:52:00,네이버,PAID
O001305,U0227,2025-12-19 10:07:00,자사몰,PAID
O001306,U0260,2025-12-19 18:36:00,자사몰,PAID
O001307,U0048,2025-12-20 11:24:00,네이버,PAID
O001308,U0152,2025-12-20 10:20:00,쿠팡,PAID
O001309,U0275,2025-12-20 22:44:00,자사몰,PAID
O001310,U0271,2025-12-20 17:53:00,쿠팡,PAID
O001311,U0063,2025-12-20 12:42:00,네이버,PAID
O001312,U0092,2025-12-20 16:51:00,자사몰,PAID
O001313,U0105,2025-12-20 10:35:00,네이버,PAID
O001314,U0259,2025-12-20 17:10:00,자사몰,PAID
O001315,U0265,2025-12-20 13:42:00,에이블리,PAID
O001316,U0160,2025-12-20 14:38:00,쿠팡,PAID
O001317,U0022,2025-12-20 12:09:00,자사몰,PAID
O001318,U0068,2025-12-20 12:37:00,네이버,PAID
O001319,U0216,2025-12-20 13:16:00,자사몰,PAID
O001320,U0233,2025-12-20 13:43:00,자사몰,PAID
O001321,U0104,2025-12-20 20:17:00,자사몰,PAID
O001322,U0190,2025-12-20 19:52:00,쿠팡,PAID
O001323,U0078,2025-12-20 21:27:00,자사몰,PAID
O001324,U0138,2025-12-20 10:43:00,자사몰,PAID
O001325,U0045,2025-12-20 14:49:00,자사몰,PAID
O001326,U0140,2025-12-20 15:14:00,자사몰,PAID
O001327,U0063,2025-12-20 20:56:00,자사몰,PAID
O001328,U0048,2025-12-20 20:36:00,쿠팡,PAID
O001329,U0024,2025-12-20 21:24:00,자사몰,PAID
O001330,U0272,2025-12-20 22:25:00,쿠팡,PAID
O001331,U0262,2025-12-20 19:08:00,네이버,PAID
O001332,U0027,2025-12-20 19:23:00,에이블리,PAID
O001333,U0214,2025-12-20 11:28:00,네이버,PAID
O001334,U0141,2025-12-20 17:45:00,에이블리,PAID
O001335,U0044,2025-12-20 15:49:00,에이블리,PAID
O001336,U0039,2025-12-20 10:10:00,네이버,PAID
O001337,U0283,2025-12-20 21:55:00,에이블리,PAID
O001338,U0069,2025-12-20 17:43:00,쿠팡,PAID
O001339,U0207,2025-12-20 12:58:00,자사몰,PAID
O001340,U0273,2025-12-20 12:47:00,네이버,PAID
O001341,U0270,2025-12-20 09:38:00,네이버,PAID
O001342,U0268,2025-12-20 11:04:00,에이블리,PAID
O001343,U0026,2025-12-20 15:10:00,쿠팡,PAID
O001344,U0127,2025-12-20 22:49:00,지그재그,PAID
O001345,U0135,2025-12-20 20:40:00,자사몰,PAID
O001346,U0263,2025-12-20 09:59:00,지그재그,PAID
O001347,U0029,2025-12-20 18:29:00,자사몰,PAID
O001348,U0179,2025-12-20 11:25:00,지그재그,PAID
O001349,U0101,2025-12-20 17:57:00,자사몰,PAID
O001350,U0003,2025-12-20 19:16:00,자사몰,PAID
O001351,U0186,2025-12-20 11:34:00,쿠팡,PAID
O001352,U0224,2025-12-20 14:47:00,자사몰,PAID
O001353,U0101,2025-12-20 13:02:00,자사몰,PAID
O001354,U0016,2025-12-20 12:30:00,자사몰,PAID
O001355,U0281,2025-12-20 19:45:00,쿠팡,PAID
O001356,U0204,2025-12-20 20:53:00,쿠팡,PAID
O001357,U0010,2025-12-20 14:32:00,자사몰,PAID
O001358,U0175,2025-12-20 18:47:00,쿠팡,PAID
O001359,U0248,2025-12-20 15:15:00,자사몰,PAID
O001360,U0127,2025-12-20 10:55:00,자사몰,PAID
O001361,U0219,2025-12-20 20:50:00,자사몰,PAID
O001362,U0092,2025-12-20 22:37:00,자사몰,PAID
O001363,U0067,2025-12-20 13:12:00,쿠팡,PAID
O001364,U0046,2025-12-20 15:26:00,지그재그,PAID
O001365,U0118,2025-12-20 15:30:00,자사몰,PAID
O001366,U0155,2025-12-20 14:17:00,자사몰,PAID
O001367,U0024,2025-12-21 09:03:00,자사몰,PAID
O001368,U0241,2025-12-21 18:06:00,자사몰,PAID
O001369,U0186,2025-12-21 10:06:00,자사몰,PAID
O001370,U0066,2025-12-21 20:51:00,자사몰,PAID
O001371,U0190,2025-12-21 13:13:00,자사몰,PAID
O001372,U0066,2025-12-21 18:07:00,네이버,PAID
O001373,U0097,2025-12-21 16:59:00,자사몰,PAID
O001374,U0154,2025-12-21 21:12:00,네이버,PAID
O001375,U0281,2025-12-21 21:54:00,네이버,PAID
O001376,U0229,2025-12-21 10:58:00,네이버,PAID
O001377,U0257,2025-12-21 11:38:00,네이버,PAID
O001378,U0289,2025-12-21 20:12:00,자사몰,PAID
O001379,U0272,2025-12-21 10:10:00,지그재그,PAID
O001380,U0199,2025-12-21 13:13:00,쿠팡,PAID
O001381,U0004,2025-12-21 21:32:00,지그재그,PAID
O001382,U0132,2025-12-21 12:18:00,자사몰,PAID
O001383,U0114,2025-12-21 12:18:00,자사몰,PAID
O001384,U0142,2025-12-21 13:55:00,에이블리,PAID
O001385,U0107,2025-12-21 09:41:00,쿠팡,PAID
O001386,U0166,2025-12-21 20:56:00,자사몰,PAID
O001387,U0150,2025-12-21 09:40:00,자사몰,PAID
O001388,U0143,2025-12-21 09:34:00,자사몰,PAID
O001389,U0298,2025-12-21 20:44:00,자사몰,PAID
O001390,U0282,2025-12-21 16:14:00,자사몰,PAID
O001391,U0202,2025-12-21 12:46:00,자사몰,PAID
O001392,U0245,2025-12-21 11:29:00,자사몰,PAID
O001393,U0291,2025-12-21 20:11:00,쿠팡,PAID
O001394,U0090,2025-12-21 19:38:00,지그재그,PAID
O001395,U0206,2025-12-21 17:08:00,자사몰,PAID
O001396,U0196,2025-12-21 22:00:00,자사몰,PAID
O001397,U0067,2025-12-21 10:17:00,자사몰,PAID
O001398,U0004,2025-12-21 10:34:00,에이블리,PAID
O001399,U0043,2025-12-21 16:48:00,자사몰,PAID
O001400,U0157,2025-12-21 11:15:00,자사몰,PAID
O001401,U0278,2025-12-21 22:02:00,자사몰,PAID
O001402,U0212,2025-12-21 12:01:00,자사몰,PAID
O001403,U0146,2025-12-21 19:24:00,자사몰,PAID
O001404,U0057,2025-12-21 10:14:00,쿠팡,PAID
O001405,U0170,2025-12-21 10:57:00,자사몰,PAID
O001406,U0271,2025-12-21 11:43:00,자사몰,PAID
O001407,U0154,2025-12-21 13:22:00,네이버,PAID
O001408,U0135,2025-12-21 20:51:00,지그재그,PAID
O001409,U0076,2025-12-21 11:20:00,네이버,PAID
O001410,U0244,2025-12-21 10:36:00,지그재그,PAID
O001411,U0046,2025-12-21 11:11:00,자사몰,PAID
O001412,U0217,2025-12-21 15:38:00,쿠팡,PAID
O001413,U0125,2025-12-21 17:31:00,자사몰,PAID
O001414,U0117,2025-12-21 18:45:00,자사몰,PAID
O001415,U0112,2025-12-21 12:23:00,네이버,PAID
O001416,U0068,2025-12-21 09:58:00,에이블리,PAID
O001417,U0071,2025-12-21 11:53:00,자사몰,PAID
O001418,U0114,2025-12-21 11:07:00,자사몰,PAID
O001419,U0013,2025-12-21 15:23:00,네이버,PAID
O001420,U0037,2025-12-21 18:55:00,쿠팡,PAID
O001421,U0040,2025-12-21 09:36:00,자사몰,PAID
O001422,U0240,2025-12-21 20:33:00,네이버,PAID
O001423,U0172,2025-12-21 19:44:00,쿠팡,PAID
O001424,U0016,2025-12-21 11:32:00,네이버,PAID
O001425,U0232,2025-12-21 22:16:00,쿠팡,PAID
O001426,U0216,2025-12-21 13:05:00,에이블리,PAID
O001427,U0205,2025-12-21 12:25:00,네이버,PAID
O001428,U0039,2025-12-21 16:30:00,지그재그,PAID
O001429,U0194,2025-12-21 21:23:00,자사몰,PAID
O001430,U0053,2025-12-21 18:49:00,자사몰,PAID
O001431,U0277,2025-12-21 12:38:00,자사몰,PAID
O001432,U0282,2025-12-21 09:15:00,자사몰,PAID
O001433,U0288,2025-12-21 16:02:00,에이블리,PAID
O001434,U0004,2025-12-21 21:18:00,에이블리,PAID
O001435,U0200,2025-12-21 11:44:00,네이버,PAID
O001436,U0257,2025-12-21 21:49:00,자사몰,PAID
O001437,U0244,2025-12-21 22:02:00,쿠팡,PAID
O001438,U0040,2025-12-21 10:45:00,지그재그,PAID
O001439,U0072,2025-12-21 11:32:00,네이버,PAID
O001440,U0267,2025-12-21 14:28:00,에이블리,PAID
O001441,U0220,2025-12-21 20:49:00,자사몰,PAID
O001442,U0038,2025-12-21 18:40:00,에이블리,PAID
O001443,U0158,2025-12-21 21:50:00,쿠팡,PAID
O001444,U0086,2025-12-21 11:04:00,에이블리,PAID
O001445,U0036,2025-12-21 21:29:00,자사몰,PAID
O001446,U0226,2025-12-21 11:07:00,네이버,PAID
O001447,U0146,2025-12-22 22:39:00,쿠팡,PAID
O001448,U0160,2025-12-22 19:26:00,자사몰,PAID
O001449,U0021,2025-12-22 19:03:00,네이버,PAID
O001450,U0287,2025-12-22 22:06:00,자사몰,PAID
O001451,U0037,2025-12-22 22:29:00,자사몰,PAID
O001452,U0273,2025-12-22 16:06:00,에이블리,PAID
O001453,U0203,2025-12-22 12:25:00,네이버,PAID
O001454,U0248,2025-12-22 20:30:00,자사몰,PAID
O001455,U0240,2025-12-22 12:20:00,자사몰,PAID
O001456,U0031,2025-12-22 14:50:00,에이블리,PAID
O001457,U0108,2025-12-22 21:43:00,지그재그,PAID
O001458,U0042,2025-12-22 13:25:00,자사몰,PAID
O001459,U0214,2025-12-22 19:57:00,쿠팡,PAID
O001460,U0219,2025-12-22 21:19:00,자사몰,PAID
O001461,U0246,2025-12-22 20:50:00,쿠팡,PAID
O001462,U0292,2025-12-22 09:35:00,자사몰,PAID
O001463,U0296,2025-12-22 14:42:00,네이버,PAID
O001464,U0162,2025-12-22 16:59:00,자사몰,PAID
O001465,U0208,2025-12-22 20:00:00,자사몰,PAID
O001466,U0230,2025-12-22 18:06:00,네이버,PAID
O001467,U0215,2025-12-22 21:10:00,네이버,PAID
O001468,U0097,2025-12-22 18:00:00,에이블리,PAID
O001469,U0257,2025-12-22 10:44:00,지그재그,PAID
O001470,U0180,2025-12-22 17:27:00,자사몰,PAID
O001471,U0090,2025-12-22 14:11:00,쿠팡,PAID
O001472,U0195,2025-12-22 19:44:00,자사몰,PAID
O001473,U0050,2025-12-22 21:53:00,에이블리,PAID
O001474,U0053,2025-12-22 21:39:00,쿠팡,PAID
O001475,U0297,2025-12-22 19:18:00,지그재그,PAID
O001476,U0282,2025-12-22 12:54:00,자사몰,PAID
O001477,U0237,2025-12-22 22:41:00,쿠팡,PAID
O001478,U0191,2025-12-22 17:18:00,네이버,PAID
O001479,U0212,2025-12-22 09:57:00,네이버,PAID
O001480,U0265,2025-12-22 18:20:00,지그재그,PAID
O001481,U0123,2025-12-22 15:12:00,쿠팡,PAID
O001482,U0295,2025-12-22 19:24:00,쿠팡,PAID
O001483,U0264,2025-12-22 12:06:00,자사몰,PAID
O001484,U0295,2025-12-22 22:48:00,네이버,PAID
O001485,U0081,2025-12-22 12:05:00,에이블리,PAID
O001486,U0078,2025-12-22 20:34:00,자사몰,PAID
O001487,U0066,2025-12-22 19:40:00,에이블리,PAID
O001488,U0113,2025-12-22 17:53:00,자사몰,PAID
O001489,U0193,2025-12-22 19:03:00,네이버,PAID
O001490,U0011,2025-12-22 18:55:00,네이버,PAID
O001491,U0062,2025-12-22 13:16:00,자사몰,PAID
O001492,U0185,2025-12-22 12:25:00,에이블리,PAID
O001493,U0039,2025-12-22 15:24:00,자사몰,PAID
O001494,U0092,2025-12-22 11:42:00,자사몰,PAID
O001495,U0060,2025-12-22 14:30:00,에이블리,PAID
O001496,U0130,2025-12-22 12:38:00,에이블리,PAID
O001497,U0078,2025-12-22 14:07:00,자사몰,PAID
O001498,U0042,2025-12-22 11:17:00,네이버,PAID
O001499,U0178,2025-12-22 19:18:00,네이버,PAID
O001500,U0262,2025-12-22 12:16:00,에이블리,PAID
O001501,U0143,2025-12-22 10:37:00,에이블리,PAID
O001502,U0105,2025-12-22 16:27:00,에이블리,PAID
O001503,U0163,2025-12-22 18:24:00,네이버,PAID
O001504,U0032,2025-12-22 09:32:00,쿠팡,PAID
O001505,U0271,2025-12-22 09:07:00,자사몰,PAID
O001506,U0095,2025-12-22 10:13:00,자사몰,PAID
O001507,U0160,2025-12-22 14:44:00,자사몰,PAID
O001508,U0290,2025-12-22 12:35:00,네이버,PAID
O001509,U0269,2025-12-22 17:17:00,자사몰,PAID
O001510,U0038,2025-12-22 19:26:00,쿠팡,PAID
O001511,U0163,2025-12-22 09:51:00,자사몰,PAID
O001512,U0215,2025-12-22 16:10:00,자사몰,PAID
O001513,U0295,2025-12-22 09:41:00,자사몰,PAID
O001514,U0236,2025-12-22 22:25:00,자사몰,PAID
O001515,U0020,2025-12-23 09:04:00,자사몰,PAID
O001516,U0154,2025-12-23 21:22:00,자사몰,PAID
O001517,U0252,2025-12-23 15:19:00,네이버,PAID
O001518,U0062,2025-12-23 18:06:00,지그재그,PAID
O001519,U0071,2025-12-23 14:55:00,자사몰,PAID
O001520,U0045,2025-12-23 21:23:00,자사몰,PAID
O001521,U0026,2025-12-23 21:02:00,자사몰,PAID
O001522,U0194,2025-12-23 11:59:00,자사몰,PAID
O001523,U0163,2025-12-23 21:37:00,지그재그,PAID
O001524,U0062,2025-12-23 12:36:00,쿠팡,PAID
O001525,U0164,2025-12-23 16:14:00,네이버,PAID
O001526,U0042,2025-12-23 22:55:00,자사몰,PAID
O001527,U0105,2025-12-23 10:31:00,네이버,PAID
O001528,U0239,2025-12-23 12:31:00,지그재그,PAID
O001529,U0270,2025-12-23 14:48:00,쿠팡,PAID
O001530,U0258,2025-12-23 11:14:00,자사몰,PAID
O001531,U0262,2025-12-23 15:12:00,자사몰,PAID
O001532,U0157,2025-12-23 18:41:00,에이블리,PAID
O001533,U0056,2025-12-23 16:11:00,자사몰,PAID
O001534,U0231,2025-12-23 10:59:00,자사몰,PAID
O001535,U0077,2025-12-23 15:32:00,자사몰,PAID
O001536,U0050,2025-12-23 15:46:00,자사몰,PAID
O001537,U0090,2025-12-23 17:38:00,쿠팡,PAID
O001538,U0025,2025-12-23 10:14:00,네이버,PAID
O001539,U0033,2025-12-23 13:14:00,쿠팡,PAID
O001540,U0201,2025-12-23 20:52:00,자사몰,PAID
O001541,U0104,2025-12-23 13:45:00,자사몰,PAID
O001542,U0244,2025-12-23 22:58:00,네이버,PAID
O001543,U0035,2025-12-23 14:57:00,자사몰,PAID
O001544,U0219,2025-12-23 11:16:00,자사몰,PAID
O001545,U0004,2025-12-23 16:37:00,쿠팡,PAID
O001546,U0056,2025-12-23 09:36:00,자사몰,PAID
O001547,U0268,2025-12-23 21:09:00,쿠팡,PAID
