order_product_id,order_id,user_id,order_ts,channel,product_id,qty,gross_amount,discount_amount,net_sales_amount,influencer_id,coupon_id
OPO001136_P010,O001136,U0232,2025-12-17 15:41:00,자사몰,P010,1,38000,3800,34200,,C003
OPO001137_P008,O001137,U0221,2025-12-17 15:17:00,지그재그,P008,1,120000,0,120000,,
OPO001138_P000,O001138,U0185,2025-12-17 09:56:00,쿠팡,P000,1,29000,0,29000,,
OPO001139_P005,O001139,U0215,2025-12-17 14:00:00,쿠팡,P005,1,69000,3000,66000,,C002
OPO001140_P001,O001140,U0012,2025-12-17 12:44:00,에이블리,P001,1,49000,0,49000,,
OPO001141_P001,O001141,U0100,2025-12-17 13:04:00,자사몰,P001,1,49000,3000,46000,,C002
OPO001142_P004,O001142,U0012,2025-12-17 19:59:00,쿠팡,P004,1,79000,0,79000,,
OPO001143_P005,O001143,U0242,2025-12-17 14:53:00,자사몰,P005,1,69000,0,69000,,
OPO001144_P012,O001144,U0121,2025-12-17 21:38:00,에이블리,P012,1,65000,3000,62000,,C002
OPO001145_P005,O001145,U0063,2025-12-17 09:58:00,자사몰,P005,1,69000,0,69000,,
OPO001146_P000,O001146,U0033,2025-12-17 09:58:00,네이버,P000,1,29000,0,29000,,
OPO001146_P004,O001146,U0033,2025-12-17 09:58:00,네이버,P004,1,79000,0,79000,,
OPO001147_P004,O001147,U0221,2025-12-17 19:03:00,자사몰,P004,1,79000,0,79000,,
OPO001148_P009,O001148,U0205,2025-12-17 21:26:00,자사몰,P009,1,98000,0,98000,,
OPO001149_P009,O001149,U0005,2025-12-17 16:50:00,쿠팡,P009,1,98000,0,98000,,
OPO001150_P008,O001150,U0173,2025-12-17 19:50:00,네이버,P008,1,120000,0,120000,,
OPO001151_P009,O001151,U0098,2025-12-17 09:38:00,자사몰,P009,1,98000,0,98000,,
OPO001152_P005,O001152,U0099,2025-12-17 11:40:00,에이블리,P005,1,69000,0,69000,,
OPO001153_P002,O001153,U0227,2025-12-17 11:51:00,자사몰,P002,1,89000,0,89000,,
OPO001154_P009,O001154,U0223,2025-12-17 19:48:00,쿠팡,P009,1,98000,0,98000,,
OPO001155_P005,O001155,U0074,2025-12-17 13:38:00,자사몰,P005,1,69000,0,69000,,
OPO001156_P008,O001156,U0265,2025-12-17 19:09:00,쿠팡,P008,1,120000,0,120000,,
OPO001157_P003,O001157,U0286,2025-12-17 15:22:00,지그재그,P003,1,59000,0,59000,,
OPO001158_P011,O001158,U0103,2025-12-17 14:12:00,네이버,P011,1,55000,0,55000,,
OPO001159_P005,O001159,U0239,2025-12-17 14:54:00,쿠팡,P005,1,69000,0,69000,,
OPO001160_P014,O001160,U0214,2025-12-17 10:29:00,자사몰,P014,1,85000,0,85000,,
OPO001160_P000,O001160,U0214,2025-12-17 10:29:00,자사몰,P000,1,29000,0,29000,,
OPO001161_P003,O001161,U0001,2025-12-17 20:14:00,네이버,P003,1,59000,0,59000,,
OPO001162_P013,O001162,U0169,2025-12-17 15:13:00,지그재그,P013,1,149000,0,149000,,
OPO001163_P002,O001163,U0185,2025-12-17 14:01:00,자사몰,P002,1,89000,0,89000,,
OPO001164_P000,O001164,U0099,2025-12-17 21:23:00,네이버,P000,1,29000,0,29000,,
OPO001165_P013,O001165,U0145,2025-12-17 13:46:00,자사몰,P013,1,149000,0,149000,,
OPO001166_P001,O001166,U0091,2025-12-17 11:53:00,자사몰,P001,1,49000,3000,46000,,C002
OPO001167_P004,O001167,U0194,2025-12-17 10:21:00,네이버,P004,1,79000,0,79000,,
OPO001167_P007,O001167,U0194,2025-12-17 10:21:00,네이버,P007,1,32000,0,32000,,
OPO001168_P014,O001168,U0190,2025-12-17 17:51:00,네이버,P014,1,85000,0,85000,,
OPO001168_P006,O001168,U0190,2025-12-17 17:51:00,네이버,P006,1,45000,0,45000,,
OPO001169_P008,O001169,U0033,2025-12-17 11:50:00,자사몰,P008,1,120000,0,120000,,
OPO001170_P000,O001170,U0191,2025-12-17 15:40:00,자사몰,P000,1,29000,0,29000,,
OPO001171_P003,O001171,U0096,2025-12-17 13:50:00,지그재그,P003,1,59000,5900,53100,,C003
OPO001172_P011,O001172,U0064,2025-12-18 18:56:00,지그재그,P011,1,55000,3000,52000,,C002
OPO001173_P012,O001173,U0033,2025-12-18 15:48:00,자사몰,P012,1,65000,0,65000,,
OPO001173_P008,O001173,U0033,2025-12-18 15:48:00,자사몰,P008,1,120000,0,120000,,
OPO001174_P011,O001174,U0265,2025-12-18 14:45:00,쿠팡,P011,1,55000,0,55000,,
OPO001175_P012,O001175,U0253,2025-12-18 18:25:00,쿠팡,P012,1,65000,0,65000,,
OPO001176_P006,O001176,U0018,2025-12-18 12:28:00,자사몰,P006,1,45000,0,45000,,
OPO001176_P003,O001176,U0018,2025-12-18 12:28:00,자사몰,P003,1,59000,0,59000,,
OPO001177_P001,O001177,U0193,2025-12-18 22:23:00,쿠팡,P001,1,49000,0,49000,,
OPO001178_P000,O001178,U0043,2025-12-18 17:22:00,자사몰,P000,1,29000,0,29000,,
OPO001179_P012,O001179,U0172,2025-12-18 16:27:00,쿠팡,P012,1,65000,0,65000,,
OPO001180_P010,O001180,U0139,2025-12-18 11:28:00,자사몰,P010,1,38000,3800,34200,,C003
OPO001181_P012,O001181,U0150,2025-12-18 17:34:00,지그재그,P012,1,65000,0,65000,,
OPO001182_P003,O001182,U0116,2025-12-18 10:23:00,자사몰,P003,1,59000,0,59000,,
OPO001183_P013,O001183,U0168,2025-12-18 20:52:00,자사몰,P013,1,149000,0,149000,,
OPO001184_P014,O001184,U0070,2025-12-18 21:45:00,에이블리,P014,1,85000,0,85000,,
OPO001185_P006,O001185,U0153,2025-12-18 14:50:00,자사몰,P006,1,45000,0,45000,,
OPO001185_P013,O001185,U0153,2025-12-18 14:50:00,자사몰,P013,1,149000,0,149000,,
OPO001186_P013,O001186,U0006,2025-12-18 17:48:00,쿠팡,P013,1,149000,0,149000,,
OPO001186_P006,O001186,U0006,2025-12-18 17:48:00,쿠팡,P006,1,45000,0,45000,,
OPO001187_P012,O001187,U0107,2025-12-18 17:37:00,쿠팡,P012,1,65000,0,65000,,
OPO001188_P006,O001188,U0236,2025-12-18 10:20:00,자사몰,P006,1,45000,0,45000,,
OPO001188_P012,O001188,U0236,2025-12-18 10:20:00,자사몰,P012,1,65000,0,65000,,
OPO001189_P005,O001189,U0213,2025-12-18 16:54:00,자사몰,P005,1,69000,0,69000,,
OPO001190_P010,O001190,U0065,2025-12-18 20:00:00,자사몰,P010,1,38000,0,38000,,
OPO001191_P012,O001191,U0173,2025-12-18 15:43:00,자사몰,P012,1,65000,0,65000,,
OPO001192_P000,O001192,U0275,2025-12-18 18:01:00,자사몰,P000,1,29000,0,29000,,
OPO001193_P009,O001193,U0078,2025-12-18 14:36:00,에이블리,P009,1,98000,0,98000,,
OPO001194_P001,O001194,U0293,2025-12-18 15:13:00,지그재그,P001,1,49000,0,49000,,
OPO001194_P008,O001194,U0293,2025-12-18 15:13:00,지그재그,P008,1,120000,0,120000,,
OPO001195_P004,O001195,U0243,2025-12-18 18:28:00,자사몰,P004,1,79000,3000,76000,,C001
OPO001196_P000,O001196,U0283,2025-12-18 22:44:00,자사몰,P000,1,29000,0,29000,,
OPO001197_P004,O001197,U0035,2025-12-18 15:18:00,에이블리,P004,1,79000,0,79000,,
OPO001198_P005,O001198,U0035,2025-12-18 14:33:00,쿠팡,P005,1,69000,0,69000,,
OPO001199_P007,O001199,U0210,2025-12-18 10:08:00,자사몰,P007,1,32000,0,32000,,
OPO001200_P003,O001200,U0199,2025-12-18 22:13:00,에이블리,P003,1,59000,0,59000,,
OPO001201_P008,O001201,U0243,2025-12-18 18:19:00,자사몰,P008,1,120000,0,120000,,
OPO001202_P013,O001202,U0234,2025-12-18 09:09:00,자사몰,P013,1,149000,0,149000,,
OPO001203_P007,O001203,U0126,2025-12-18 18:56:00,쿠팡,P007,1,32000,0,32000,,
OPO001204_P011,O001204,U0046,2025-12-18 16:22:00,자사몰,P011,1,55000,0,55000,,
OPO001205_P003,O001205,U0200,2025-12-18 21:54:00,네이버,P003,1,59000,0,59000,,
OPO001206_P001,O001206,U0221,2025-12-18 19:11:00,쿠팡,P001,1,49000,0,49000,,
OPO001207_P010,O001207,U0022,2025-12-18 22:10:00,자사몰,P010,1,38000,0,38000,,
OPO001208_P007,O001208,U0034,2025-12-18 20:57:00,네이버,P007,1,32000,0,32000,,
OPO001209_P008,O001209,U0283,2025-12-18 14:04:00,자사몰,P008,1,120000,0,120000,,
OPO001210_P000,O001210,U0166,2025-12-18 11:16:00,쿠팡,P000,1,29000,0,29000,,
OPO001211_P005,O001211,U0037,2025-12-18 19:47:00,네이버,P005,1,69000,0,69000,,
OPO001212_P014,O001212,U0099,2025-12-18 09:16:00,자사몰,P014,1,85000,0,85000,,
OPO001213_P003,O001213,U0237,2025-12-18 10:05:00,쿠팡,P003,1,59000,0,59000,,
OPO001214_P002,O001214,U0224,2025-12-18 22:17:00,자사몰,P002,1,89000,3000,86000,,C001
OPO001214_P013,O001214,U0224,2025-12-18 22:17:00,자사몰,P013,1,149000,3000,146000,,C001
OPO001215_P010,O001215,U0150,2025-12-18 20:25:00,자사몰,P010,1,38000,0,38000,,
OPO001216_P000,O001216,U0139,2025-12-18 14:11:00,자사몰,P000,1,29000,0,29000,,
OPO001217_P012,O001217,U0272,2025-12-18 20:03:00,자사몰,P012,1,65000,0,65000,,
OPO001217_P008,O001217,U0272,2025-12-18 20:03:00,자사몰,P008,1,120000,0,120000,,
OPO001218_P000,O001218,U0052,2025-12-18 13:28:00,자사몰,P000,1,29000,3000,26000,,C002
OPO001219_P001,O001219,U0103,2025-12-18 14:58:00,에이블리,P001,1,49000,3000,46000,,C001
OPO001220_P003,O001220,U0007,2025-12-18 12:43:00,자사몰,P003,1,59000,0,59000,,
OPO001221_P002,O001221,U0049,2025-12-18 22:42:00,네이버,P002,1,89000,3000,86000,,C002
OPO001222_P014,O001222,U0167,2025-12-18 19:12:00,자사몰,P014,1,85000,0,85000,,
OPO001223_P002,O001223,U0219,2025-12-18 12:06:00,자사몰,P002,1,89000,3000,86000,,C002
OPO001224_P013,O001224,U0006,2025-12-18 16:14:00,자사몰,P013,1,149000,0,149000,,
OPO001225_P009,O001225,U0188,2025-12-18 12:26:00,자사몰,P009,1,98000,0,98000,,
OPO001226_P002,O001226,U0052,2025-12-18 21:59:00,네이버,P002,1,89000,0,89000,,
OPO001226_P004,O001226,U0052,2025-12-18 21:59:00,네이버,P004,1,79000,0,79000,,
OPO001227_P012,O001227,U0166,2025-12-18 20:24:00,에이블리,P012,1,65000,0,65000,,
OPO001228_P013,O001228,U0170,2025-12-18 21:56:00,자사몰,P013,1,149000,0,149000,,
OPO001229_P006,O001229,U0034,2025-12-18 18:58:00,자사몰,P006,1,45000,0,45000,,
OPO001230_P009,O001230,U0119,2025-12-18 20:00:00,쿠팡,P009,1,98000,0,98000,,
OPO001231_P009,O001231,U0063,2025-12-18 20:27:00,자사몰,P009,1,98000,3000,95000,,C001
OPO001232_P000,O001232,U0255,2025-12-18 11:24:00,자사몰,P000,1,29000,0,29000,,
OPO001233_P010,O001233,U0227,2025-12-18 14:08:00,네이버,P010,1,38000,0,38000,,
OPO001234_P012,O001234,U0020,2025-12-18 15:41:00,쿠팡,P012,1,65000,0,65000,,
OPO001234_P000,O001234,U0020,2025-12-18 15:41:00,쿠팡,P000,1,29000,0,29000,,
OPO001235_P014,O001235,U0169,2025-12-18 12:34:00,자사몰,P014,1,85000,0,85000,,
OPO001236_P013,O001236,U0127,2025-12-18 20:46:00,지그재그,P013,1,149000,0,149000,,
OPO001237_P007,O001237,U0164,2025-12-18 19:00:00,자사몰,P007,1,32000,3000,29000,,C001
OPO001238_P008,O001238,U0072,2025-12-18 11:05:00,에이블리,P008,1,120000,0,120000,,
OPO001239_P004,O001239,U0104,2025-12-18 10:27:00,자사몰,P004,1,79000,0,79000,,
OPO001240_P004,O001240,U0101,2025-12-18 11:38:00,자사몰,P004,1,79000,0,79000,,
OPO001241_P005,O001241,U0103,2025-12-18 21:30:00,자사몰,P005,1,69000,0,69000,,
OPO001242_P006,O001242,U0085,2025-12-18 15:32:00,쿠팡,P006,1,45000,0,45000,,
OPO001243_P012,O001243,U0246,2025-12-18 15:27:00,자사몰,P012,1,65000,0,65000,,
OPO001243_P004,O001243,U0246,2025-12-18 15:27:00,자사몰,P004,1,79000,0,79000,,
OPO001244_P004,O001244,U0078,2025-12-19 11:16:00,쿠팡,P004,1,79000,0,79000,,
OPO001245_P011,O001245,U0192,2025-12-19 16:04:00,쿠팡,P011,1,55000,0,55000,,
OPO001246_P011,O001246,U0079,2025-12-19 09:00:00,에이블리,P011,1,55000,0,55000,,
OPO001246_P014,O001246,U0079,2025-12-19 09:00:00,에이블리,P014,1,85000,0,85000,,
OPO001247_P007,O001247,U0207,2025-12-19 15:47:00,에이블리,P007,1,32000,0,32000,,
OPO001248_P014,O001248,U0036,2025-12-19 09:58:00,쿠팡,P014,1,85000,0,85000,,
OPO001249_P011,O001249,U0099,2025-12-19 13:49:00,네이버,P011,1,55000,0,55000,,
OPO001249_P005,O001249,U0099,2025-12-19 13:49:00,네이버,P005,1,69000,0,69000,,
OPO001250_P006,O001250,U0250,2025-12-19 14:44:00,네이버,P006,1,45000,0,45000,,
OPO001251_P010,O001251,U0126,2025-12-19 09:58:00,자사몰,P010,1,38000,0,38000,,
OPO001251_P011,O001251,U0126,2025-12-19 09:58:00,자사몰,P011,1,55000,0,55000,,
OPO001252_P003,O001252,U0075,2025-12-19 16:43:00,자사몰,P003,1,59000,0,59000,,
OPO001253_P014,O001253,U0082,2025-12-19 21:05:00,자사몰,P014,1,85000,0,85000,,
OPO001254_P013,O001254,U0041,2025-12-19 12:56:00,쿠팡,P013,1,149000,0,149000,,
OPO001255_P009,O001255,U0154,2025-12-19 17:42:00,쿠팡,P009,1,98000,0,98000,,
OPO001255_P004,O001255,U0154,2025-12-19 17:42:00,쿠팡,P004,1,79000,0,79000,,
OPO001256_P013,O001256,U0045,2025-12-19 18:49:00,자사몰,P013,1,149000,0,149000,,
OPO001257_P002,O001257,U0107,2025-12-19 15:44:00,에이블리,P002,1,89000,0,89000,,
OPO001258_P006,O001258,U0000,2025-12-19 21:44:00,자사몰,P006,1,45000,0,45000,,
OPO001259_P003,O001259,U0220,2025-12-19 14:11:00,자사몰,P003,1,59000,0,59000,,
OPO001260_P002,O001260,U0257,2025-12-19 16:36:00,에이블리,P002,1,89000,3000,86000,,C001
OPO001260_P003,O001260,U0257,2025-12-19 16:36:00,에이블리,P003,1,59000,3000,56000,,C001
OPO001261_P014,O001261,U0098,2025-12-19 22:26:00,자사몰,P014,1,85000,0,85000,,
OPO001262_P001,O001262,U0085,2025-12-19 10:24:00,자사몰,P001,1,49000,0,49000,,
OPO001263_P000,O001263,U0299,2025-12-19 16:43:00,자사몰,P000,1,29000,2900,26100,,C003
OPO001264_P008,O001264,U0003,2025-12-19 21:02:00,네이버,P008,1,120000,0,120000,,
OPO001265_P007,O001265,U0192,2025-12-19 21:17:00,네이버,P007,1,32000,0,32000,,
OPO001265_P012,O001265,U0192,2025-12-19 21:17:00,네이버,P012,1,65000,0,65000,,
OPO001266_P005,O001266,U0219,2025-12-19 19:56:00,자사몰,P005,1,69000,0,69000,,
OPO001267_P005,O001267,U0184,2025-12-19 15:39:00,네이버,P005,1,69000,0,69000,,
OPO001268_P013,O001268,U0051,2025-12-19 22:44:00,자사몰,P013,1,149000,0,149000,,
OPO001269_P011,O001269,U0071,2025-12-19 10:55:00,자사몰,P011,1,55000,0,55000,,
OPO001270_P007,O001270,U0127,2025-12-19 18:43:00,자사몰,P007,1,32000,0,32000,,
OPO001271_P010,O001271,U0096,2025-12-19 19:52:00,자사몰,P010,1,38000,0,38000,,
OPO001272_P003,O001272,U0023,2025-12-19 20:20:00,에이블리,P003,1,59000,0,59000,,
OPO001273_P014,O001273,U0204,2025-12-19 21:05:00,네이버,P014,1,85000,0,85000,,
OPO001274_P011,O001274,U0243,2025-12-19 22:44:00,에이블리,P011,1,55000,0,55000,,
OPO001274_P006,O001274,U0243,2025-12-19 22:44:00,에이블리,P006,1,45000,0,45000,,
OPO001275_P012,O001275,U0099,2025-12-19 22:33:00,네이버,P012,1,65000,0,65000,,
OPO001275_P013,O001275,U0099,2025-12-19 22:33:00,네이버,P013,1,149000,0,149000,,
OPO001276_P010,O001276,U0016,2025-12-19 21:05:00,자사몰,P010,1,38000,0,38000,,
OPO001277_P008,O001277,U0239,2025-12-19 16:07:00,자사몰,P008,1,120000,0,120000,,
OPO001278_P006,O001278,U0108,2025-12-19 19:44:00,자사몰,P006,1,45000,0,45000,,
OPO001279_P004,O001279,U0014,2025-12-19 14:57:00,자사몰,P004,1,79000,0,79000,,
OPO001280_P014,O001280,U0131,2025-12-19 19:07:00,네이버,P014,1,85000,0,85000,,
OPO001281_P014,O001281,U0251,2025-12-19 20:21:00,자사몰,P014,1,85000,0,85000,,
OPO001281_P009,O001281,U0251,2025-12-19 20:21:00,자사몰,P009,1,98000,0,98000,,
OPO001282_P011,O001282,U0033,2025-12-19 15:58:00,네이버,P011,1,55000,0,55000,,
OPO001283_P004,O001283,U0287,2025-12-19 15:51:00,에이블리,P004,1,79000,0,79000,,
OPO001284_P003,O001284,U0044,2025-12-19 14:47:00,자사몰,P003,1,59000,0,59000,,
OPO001285_P006,O001285,U0059,2025-12-19 11:54:00,쿠팡,P006,1,45000,0,45000,,
OPO001286_P006,O001286,U0000,2025-12-19 18:34:00,자사몰,P006,1,45000,0,45000,,
OPO001287_P002,O001287,U0163,2025-12-19 21:43:00,네이버,P002,1,89000,0,89000,,
OPO001287_P008,O001287,U0163,2025-12-19 21:43:00,네이버,P008,1,120000,0,120000,,
OPO001288_P005,O001288,U0113,2025-12-19 09:34:00,자사몰,P005,1,69000,0,69000,,
OPO001288_P002,O001288,U0113,2025-12-19 09:34:00,자사몰,P002,1,89000,0,89000,,
OPO001289_P009,O001289,U0151,2025-12-19 16:43:00,지그재그,P009,1,98000,0,98000,,
OPO001290_P001,O001290,U0017,2025-12-19 13:32:00,쿠팡,P001,1,49000,0,49000,,
OPO001290_P004,O001290,U0017,2025-12-19 13:32:00,쿠팡,P004,1,79000,0,79000,,
OPO001291_P011,O001291,U0293,2025-12-19 22:13:00,쿠팡,P011,1,55000,0,55000,,
OPO001292_P003,O001292,U0030,2025-12-19 14:09:00,에이블리,P003,1,59000,0,59000,,
OPO001292_P013,O001292,U0030,2025-12-19 14:09:00,에이블리,P013,1,149000,0,149000,,
OPO001293_P002,O001293,U0115,2025-12-19 09:59:00,네이버,P002,1,89000,0,89000,,
OPO001293_P013,O001293,U0115,2025-12-19 09:59:00,네이버,P013,1,149000,0,149000,,
OPO001294_P002,O001294,U0200,2025-12-19 22:42:00,자사몰,P002,1,89000,0,89000,,
OPO001294_P000,O001294,U0200,2025-12-19 22:42:00,자사몰,P000,1,29000,0,29000,,
OPO001295_P006,O001295,U0172,2025-12-19 16:22:00,쿠팡,P006,1,45000,4500,40500,,C003
OPO001296_P006,O001296,U0144,2025-12-19 12:44:00,네이버,P006,1,45000,0,45000,,
OPO001296_P001,O001296,U0144,2025-12-19 12:44:00,네이버,P001,1,49000,0,49000,,
OPO001297_P004,O001297,U0297,2025-12-19 09:54:00,지그재그,P004,1,79000,0,79000,,
OPO001297_P007,O001297,U0297,2025-12-19 09:54:00,지그재그,P007,1,32000,0,32000,,
OPO001298_P002,O001298,U0295,2025-12-19 20:30:00,자사몰,P002,1,89000,0,89000,,
OPO001299_P009,O001299,U0100,2025-12-19 09:23:00,네이버,P009,1,98000,0,98000,,
OPO001300_P014,O001300,U0075,2025-12-19 15:43:00,자사몰,P014,1,85000,8500,76500,,C003
OPO001300_P000,O001300,U0075,2025-12-19 15:43:00,자사몰,P000,1,29000,2900,26100,,C003
OPO001301_P009,O001301,U0091,2025-12-19 10:32:00,에이블리,P009,1,98000,0,98000,,
OPO001302_P003,O001302,U0076,2025-12-19 15:15:00,네이버,P003,1,59000,0,59000,,
OPO001303_P012,O001303,U0154,2025-12-19 11:41:00,네이버,P012,1,65000,0,65000,,
OPO001304_P004,O001304,U0045,2025-12-19 22:52:00,네이버,P004,1,79000,0,79000,,
OPO001305_P007,O001305,U0227,2025-12-19 10:07:00,자사몰,P007,1,32000,0,32000,,
OPO001306_P007,O001306,U0260,2025-12-19 18:36:00,자사몰,P007,1,32000,0,32000,,
OPO001306_P004,O001306,U0260,2025-12-19 18:36:00,자사몰,P004,1,79000,0,79000,,
OPO001307_P010,O001307,U0048,2025-12-20 11:24:00,네이버,P010,1,38000,0,38000,,
OPO001308_P014,O001308,U0152,2025-12-20 10:20:00,쿠팡,P014,1,85000,0,85000,,
OPO001309_P008,O001309,U0275,2025-12-20 22:44:00,자사몰,P008,1,120000,0,120000,,
OPO001310_P011,O001310,U0271,2025-12-20 17:53:00,쿠팡,P011,1,55000,0,55000,,
OPO001311_P002,O001311,U0063,2025-12-20 12:42:00,네이버,P002,1,89000,0,89000,,
OPO001311_P013,O001311,U0063,2025-12-20 12:42:00,네이버,P013,1,149000,0,149000,,
OPO001312_P000,O001312,U0092,2025-12-20 16:51:00,자사몰,P000,1,29000,0,29000,,
OPO001313_P012,O001313,U0105,2025-12-20 10:35:00,네이버,P012,1,65000,6500,58500,,C003
OPO001314_P010,O001314,U0259,2025-12-20 17:10:00,자사몰,P010,1,38000,3000,35000,,C002
OPO001315_P002,O001315,U0265,2025-12-20 13:42:00,에이블리,P002,1,89000,0,89000,,
OPO001316_P003,O001316,U0160,2025-12-20 14:38:00,쿠팡,P003,1,59000,0,59000,,
OPO001317_P013,O001317,U0022,2025-12-20 12:09:00,자사몰,P013,1,149000,0,149000,,
OPO001318_P002,O001318,U0068,2025-12-20 12:37:00,네이버,P002,1,89000,0,89000,,
OPO001319_P014,O001319,U0216,2025-12-20 13:16:00,자사몰,P014,1,85000,0,85000,,
OPO001320_P011,O001320,U0233,2025-12-20 13:43:00,자사몰,P011,1,55000,0,55000,,
OPO001321_P011,O001321,U0104,2025-12-20 20:17:00,자사몰,P011,1,55000,0,55000,,
OPO001321_P010,O001321,U0104,2025-12-20 20:17:00,자사몰,P010,1,38000,0,38000,,
OPO001322_P002,O001322,U0190,2025-12-20 19:52:00,쿠팡,P002,1,89000,0,89000,,
OPO001323_P009,O001323,U0078,2025-12-20 21:27:00,자사몰,P009,1,98000,0,98000,,
OPO001324_P001,O001324,U0138,2025-12-20 10:43:00,자사몰,P001,1,49000,0,49000,,
OPO001325_P013,O001325,U0045,2025-12-20 14:49:00,자사몰,P013,1,149000,0,149000,,
OPO001326_P001,O001326,U0140,2025-12-20 15:14:00,자사몰,P001,1,49000,0,49000,,
OPO001327_P013,O001327,U0063,2025-12-20 20:56:00,자사몰,P013,1,149000,0,149000,,
OPO001328_P008,O001328,U0048,2025-12-20 20:36:00,쿠팡,P008,1,120000,0,120000,,
OPO001328_P004,O001328,U0048,2025-12-20 20:36:00,쿠팡,P004,1,79000,0,79000,,
OPO001329_P012,O001329,U0024,2025-12-20 21:24:00,자사몰,P012,1,65000,0,65000,,
OPO001330_P002,O001330,U0272,2025-12-20 22:25:00,쿠팡,P002,1,89000,0,89000,,
OPO001331_P009,O001331,U0262,2025-12-20 19:08:00,네이버,P009,1,98000,0,98000,,
OPO001332_P003,O001332,U0027,2025-12-20 19:23:00,에이블리,P003,1,59000,0,59000,,
OPO001333_P012,O001333,U0214,2025-12-20 11:28:00,네이버,P012,1,65000,0,65000,,
OPO001333_P007,O001333,U0214,2025-12-20 11:28:00,네이버,P007,1,32000,0,32000,,
OPO001334_P013,O001334,U0141,2025-12-20 17:45:00,에이블리,P013,1,149000,0,149000,,
OPO001334_P003,O001334,U0141,2025-12-20 17:45:00,에이블리,P003,1,59000,0,59000,,
OPO001335_P001,O001335,U0044,2025-12-20 15:49:00,에이블리,P001,1,49000,0,49000,,
OPO001336_P001,O001336,U0039,2025-12-20 10:10:00,네이버,P001,1,49000,0,49000,,
OPO001337_P006,O001337,U0283,2025-12-20 21:55:00,에이블리,P006,1,45000,0,45000,,
OPO001338_P014,O001338,U0069,2025-12-20 17:43:00,쿠팡,P014,1,85000,0,85000,,
OPO001338_P008,O001338,U0069,2025-12-20 17:43:00,쿠팡,P008,1,120000,0,120000,,
OPO001339_P000,O001339,U0207,2025-12-20 12:58:00,자사몰,P000,1,29000,0,29000,,
OPO001339_P011,O001339,U0207,2025-12-20 12:58:00,자사몰,P011,1,55000,0,55000,,
OPO001340_P014,O001340,U0273,2025-12-20 12:47:00,네이버,P014,1,85000,0,85000,,
OPO001341_P002,O001341,U0270,2025-12-20 09:38:00,네이버,P002,1,89000,0,89000,,
OPO001342_P002,O001342,U0268,2025-12-20 11:04:00,에이블리,P002,1,89000,0,89000,,
OPO001343_P001,O001343,U0026,2025-12-20 15:10:00,쿠팡,P001,1,49000,0,49000,,
OPO001344_P004,O001344,U0127,2025-12-20 22:49:00,지그재그,P004,1,79000,0,79000,,
OPO001344_P014,O001344,U0127,2025-12-20 22:49:00,지그재그,P014,1,85000,0,85000,,
OPO001345_P003,O001345,U0135,2025-12-20 20:40:00,자사몰,P003,1,59000,0,59000,,
OPO001346_P009,O001346,U0263,2025-12-20 09:59:00,지그재그,P009,1,98000,0,98000,,
OPO001347_P005,O001347,U0029,2025-12-20 18:29:00,자사몰,P005,1,69000,0,69000,,
OPO001348_P001,O001348,U0179,2025-12-20 11:25:00,지그재그,P001,1,49000,0,49000,,
OPO001349_P001,O001349,U0101,2025-12-20 17:57:00,자사몰,P001,1,49000,0,49000,,
OPO001350_P006,O001350,U0003,2025-12-20 19:16:00,자사몰,P006,1,45000,0,45000,,
OPO001351_P001,O001351,U0186,2025-12-20 11:34:00,쿠팡,P001,1,49000,0,49000,,
OPO001351_P007,O001351,U0186,2025-12-20 11:34:00,쿠팡,P007,1,32000,0,32000,,
OPO001352_P005,O001352,U0224,2025-12-20 14:47:00,자사몰,P005,1,69000,0,69000,,
OPO001353_P006,O001353,U0101,2025-12-20 13:02:00,자사몰,P006,1,45000,0,45000,,
OPO001354_P004,O001354,U0016,2025-12-20 12:30:00,자사몰,P004,1,79000,0,79000,,
OPO001354_P001,O001354,U0016,2025-12-20 12:30:00,자사몰,P001,1,49000,0,49000,,
OPO001355_P012,O001355,U0281,2025-12-20 19:45:00,쿠팡,P012,1,65000,0,65000,,
OPO001356_P002,O001356,U0204,2025-12-20 20:53:00,쿠팡,P002,1,89000,0,89000,,
OPO001356_P001,O001356,U0204,2025-12-20 20:53:00,쿠팡,P001,1,49000,0,49000,,
OPO001357_P010,O001357,U0010,2025-12-20 14:32:00,자사몰,P010,1,38000,0,38000,,
OPO001358_P007,O001358,U0175,2025-12-20 18:47:00,쿠팡,P007,1,32000,0,32000,,
OPO001359_P011,O001359,U0248,2025-12-20 15:15:00,자사몰,P011,1,55000,0,55000,,
OPO001360_P011,O001360,U0127,2025-12-20 10:55:00,자사몰,P011,1,55000,0,55000,,
OPO001361_P011,O001361,U0219,2025-12-20 20:50:00,자사몰,P011,1,55000,0,55000,,
OPO001361_P014,O001361,U0219,2025-12-20 20:50:00,자사몰,P014,1,85000,0,85000,,
OPO001362_P002,O001362,U0092,2025-12-20 22:37:00,자사몰,P002,1,89000,0,89000,,
OPO001363_P006,O001363,U0067,2025-12-20 13:12:00,쿠팡,P006,1,45000,0,45000,,
OPO001363_P000,O001363,U0067,2025-12-20 13:12:00,쿠팡,P000,1,29000,0,29000,,
OPO001364_P011,O001364,U0046,2025-12-20 15:26:00,지그재그,P011,1,55000,0,55000,,
OPO001365_P006,O001365,U0118,2025-12-20 15:30:00,자사몰,P006,1,45000,0,45000,,
